FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,terrain,geometry
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2be7,Savanes,Oti,Oti 1,Mango,TIEBA,Sonsogniteke,93649826,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.4713616666666667 10.301983333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2be8,Savanes,Oti,Oti 1,Mango,TIEBA,Sonsogniteke,93649826,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.4711933333333333 10.301755000000002)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2be9,Savanes,Oti,Oti 1,Mango,TIEBA,Tanagbelakpele,91053052,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - individuel,POINT (0.4844216666666667 10.293575)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bea,Savanes,Oti,Oti 1,Mango,DJANGO,Komla,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2004,Prive - individuel,POINT (0.480245 10.346103333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2beb,Savanes,Oti,Oti 1,Mango,DJANGO,Pépinière Kokou,Nsp,"{Lundi,Mercredi,Mardi,jeudi,Vendredi,Dimanche}",2019,Prive - individuel,POINT (0.480435 10.346106666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bec,Savanes,Oti,Oti 1,Mango,KOUMAKAN,Pépinière de Kpebi,93252300,"{Lundi,Mercredi,Mardi,jeudi,Vendredi,Samedi,Dimanche}",2017,Prive - individuel,POINT (0.4807083333333334 10.346409999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bed,Savanes,Oti,Oti 1,Mango,KOUMAKAN,Pépinière de Kouna,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2002,Prive - individuel,POINT (0.4806816666666667 10.346553333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bee,Savanes,Oti,Oti 1,Mango,KOUMAKAN,Pépinière de Chingari,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2006,Prive - individuel,POINT (0.4807925945455747 10.346513685164712)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bef,Savanes,Oti,Oti 1,Mango,Tieba,N'bangnala,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2014,Prive - individuel,POINT (0.4796766666666666 10.297993333333332)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bf0,Savanes,Oti,Oti 1,Mango,Tieba,Tanagbelakpele,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,Prive - individuel,POINT (0.4846816666666667 10.294101666666668)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bf1,Savanes,Oti,Oti 1,Mango,Tieba,Sonsogniteke,Tieba,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - individuel,POINT (0.47823 10.300279999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bf2,Savanes,Oti,Oti 1,Mango,Fomboro,Nadawa,Fomboro,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2013,Prive - individuel,POINT (0.4804076077621096 10.344083509814887)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bf3,Savanes,Oti,Oti 1,Mango,Fomboro,Koffi,Fomboro,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - individuel,POINT (0.480305 10.345904999999998)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bf4,Savanes,Oti,Oti 1,Mango,Fomboro,Nafara,Fomboro,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,Prive - individuel,POINT (0.4804933333333333 10.344203333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bf5,Savanes,Oti,Oti 1,Mango,KOUMBÉLOTI ,Adi-abobli,Non Loin du Barrage ,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Dimanche}",2011,Prive - individuel,POINT (0.477075 10.396573333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bf6,Savanes,Oti,Oti 1,Mango,KOUMBÉLOTI,Founalè,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Samedi}",2009,Domaine public de l Etat ou des collectivites territoriales,POINT (0.4785366666666667 10.402553333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bf7,Savanes,Oti,Oti 1,Sadori,KPINGLE,Jardin Kpingle,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2022,Prive - individuel,POINT (0.4271383333333333 10.29181)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bf8,Savanes,Oti,Oti 1,Sadori,SADORI,Jardin Tchadam,Nsp,"{Lundi,Mardi,jeudi,Mercredi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.4589166666666667 10.307754999999998)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bf9,Savanes,Oti,Oti 1,Sadori,N'dgessou,Jardin Koffi,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2004,Ne sait pas,POINT (0.4308683333333334 10.291366666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bfa,Savanes,Oti,Oti 1,Sadori,TIEBA,Pepiniere de Koni,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Vendredi,Dimanche}",2019,Prive - individuel,POINT (0.4230766666666667 10.29824)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bfb,Savanes,Oti,Oti 1,Sadori,NAGBAkOU,Afiemadjima,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2008,Prive - individuel,POINT (0.4351833333333334 10.291525)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bfc,Savanes,Oti,Oti 1,Sadori,NAGBAkOU,Afiemadjima,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2008,Prive - individuel,POINT (0.4330316666666666 10.292668333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bfd,Savanes,Oti,Oti 1,Sadori,Nagbakou,Afiemadjima,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2008,Prive - individuel,POINT (0.4330874307665458 10.29317003844608)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bfe,Savanes,Oti,Oti 1,Sadori,Nagbakou,Afiemadjima,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2008,Prive - individuel,POINT (0.42966 10.291353333333332)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2bff,Savanes,Oti,Oti 1,Sadori,DJALONDJI,Aboudou,Nsp ,"{Lundi,Mercredi,jeudi,Vendredi,Samedi,Dimanche,Mardi}",2016,Prive - individuel,POINT (0.4476283333333334 10.204513333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c00,Savanes,Oti,Oti 1,Sadori,KAGBALE,Baba,Nsp ,"{Lundi,Mercredi,jeudi,Vendredi,Mardi,Samedi,Dimanche}",2016,Prive - individuel,POINT (0.4469766666666667 10.203798333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c01,Savanes,Oti,Oti 1,Sadori,KAGBALE,Agboglo,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,autre,POINT (0.4503383333333333 10.204908333333332)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c02,Savanes,Oti,Oti 1,Sadori,KAGBALE,Fambari,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2013,autre,POINT (0.4507933333333333 10.204868333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c03,Savanes,Oti,Oti 1,Sadori,KAGBALE,Kodjo,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,autre,POINT (0.4487133333333333 10.206171666666668)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c04,Savanes,Oti,Oti 1,Sadori,KAGBALE,Agbenowossi,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,autre,POINT (0.4486566666666666 10.205101666666668)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c05,Savanes,Oti,Oti 1,Sadori,NAGBALE,Nankom,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - Collectivite coutumiere,POINT (0.4564914680584 10.205508632021475)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c06,Savanes,Oti,Oti 1,Faré,KOUMONGOU ,M'mafan,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - individuel,POINT (0.4207616666666666 10.187353333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c07,Savanes,Oti,Oti 1,Faré,KOUMONGOU ,Bolapini,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.4207133333333333 10.18713)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c08,Savanes,Oti,Oti 1,Faré,KOUMONGOU ,Tagnam,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - individuel,POINT (0.420225 10.187286666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c09,Savanes,Oti,Oti 1,Faré,KOUMONGOU ,Zekeri,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.4205383333333333 10.187486666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c0a,Savanes,Oti,Oti 1,Faré,KOUMONGOU ,Koulalou,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2022,Prive - individuel,POINT (0.4207166666666666 10.187595)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c0b,Savanes,Oti,Oti 1,Faré,KOUMONGOU ,Gassoussi,Nsp ,"{Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche,Lundi}",2020,Prive - individuel,POINT (0.41196 10.182243333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c0c,Savanes,Oti,Oti 1,Faré,KOUMONGOU ,Tamadja,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,Prive - individuel,POINT (0.4119933333333333 10.182668333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c0d,Savanes,Oti,Oti 1,Faré,KOUMONGOU ,Kobedji,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.412075 10.18266)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c0e,Savanes,Oti,Oti 1,Faré,KOUDOOU,Koumongou1,Nsp,"{Lundi,Mercredi,jeudi,Mardi,Vendredi,Samedi,Dimanche}",2019,Prive - Collectivite coutumiere,POINT (0.4199516666666667 10.18806)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c0f,Savanes,Oti,Oti 1,Faré,KOUDOOU,Koumongou2,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - Collectivite coutumiere,POINT (0.4206316666666667 10.18814)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c10,Savanes,Oti,Oti 1,Faré,KOUDOOU,Koumongou3,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,autre,POINT (0.420715 10.188635)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c11,Savanes,Oti,Oti 1,Faré,KOUDOOU,Koumongou4,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,autre,POINT (0.42078 10.189095)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c12,Savanes,Oti,Oti 1,Faré,KOUMONGOU,Koumongou10,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - Collectivite coutumiere,POINT (0.411585 10.182275)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c13,Savanes,Oti,Oti 1,Faré,KOUMONGOU,Koumongou12,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - Collectivite coutumiere,POINT (0.41172 10.182025000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c14,Savanes,Oti,Oti 1,Faré,KOUMONGOU,Koumongou14,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - Collectivite coutumiere,POINT (0.4118433333333333 10.181928333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c15,Savanes,Oti,Oti 2,Nagbéni,SOUMBOUNI,Plantation Kolani ,90535511,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2016,Prive - individuel,POINT (0.41605 10.620256666666668)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c16,Savanes,Oti,Oti 2,Tchanaga,ATONTONDI,Kombate Alidou,Nsp,"{Lundi,Mardi,jeudi,Mercredi,Vendredi,Samedi,Dimanche}",2019,Prive - individuel,POINT (0.559525 10.501619999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c17,Savanes,Oti,Oti 2,Tchanaga,TONTONDI,Kombiani Djinako,Nsp,"{Lundi,Mardi,jeudi,Vendredi,Samedi,Dimanche}",2012,Prive - individuel,POINT (0.551155 10.506218333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c18,Savanes,Oti,Oti 2,Tchanaga,TONTONDI,Doukou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.5537383333333333 10.503345000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c19,Savanes,Oti,Oti 2,Tchanaga,TONTONDI,Kolani ,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - individuel,POINT (0.5595483333333333 10.501735)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c1a,Savanes,Oti,Oti 2,Tchanaga,TONTONDI,Kombiani,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.550975 10.506526666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c1b,Savanes,Oti,Oti 2,Tchanaga,TONTONDI,Kombate ,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.5377483333333333 10.507691666666664)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c1c,Savanes,Oti,Oti 2,Tchanaga,TONTONDI,Mboma ,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - individuel,POINT (0.5346566892077674 10.508281787325982)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c1d,Savanes,Oti,Oti 2,Galangashie,FOMBORO,Pépinière Kolani,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - individuel,POINT (0.36611 10.534044999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c1e,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,SIGBENGA,M'moile ,90476399,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - individuel,POINT (0.6497966666666667 10.277188333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c1f,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,SIGBENGA,Koffi,93694431,"{Lundi,Mercredi,jeudi,Vendredi,Samedi,Dimanche,Mardi}",2019,Prive - individuel,POINT (0.6497433333333333 10.277441666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c20,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,SIGBENGA,Kola,70537319,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2019,Prive - individuel,POINT (0.6504150000000001 10.276891666666668)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c21,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,SIGBENGA,Kodjo ,97687563,"{Samedi,Vendredi,Dimanche,jeudi,Mercredi,Mardi,Lundi}",2019,Prive - individuel,POINT (0.6505416666666667 10.277071666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c22,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,SIGBENGA,Koffi ,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - Collectivite coutumiere,POINT (0.6500833333333333 10.277783333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c23,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,SIGBENGA,Bougbeni,Ndp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - Collectivite coutumiere,POINT (0.649665 10.277629999999998)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c24,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,NIGALOKA,Magniboma Damtote,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,Prive - individuel,POINT (0.5767883333333333 10.510145)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c25,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,NIGALOKA,Douti Sanoka,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2000,Prive - individuel,POINT (0.5766916666666667 10.510051666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c26,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,NIGALOKA,Chapongue,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.576565 10.510466666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c27,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,NIGALOKA,Mboma ,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.5766683333333333 10.50983)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c28,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,GBANGBAMONGOU,Moussa,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2016,Prive - Collectivite coutumiere,POINT (0.6822391288796814 10.558032182113157)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c29,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,GBANGBAMONGOU,Adamou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2016,Prive - Collectivite coutumiere,POINT (0.6821902272531752 10.557941077925681)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c2a,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,DJANKPENTING,Gablouk,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche,Samedi}",2019,autre,POINT (0.6841983333333334 10.578678333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c2b,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,DJANKPENTING,Tchankoum,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,autre,POINT (0.6843698970524844 10.57758743201141)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c2c,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,GBANGBAMONGOU,Kombate Alassane,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,autre,POINT (0.682236782807777 10.558194254906098)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c2d,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,DJANKPENTING,Kombate Paul,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,autre,POINT (0.684155736685782 10.578817938159293)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c2e,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,DJANKPENTING,Yarbondja,90735757,"{Lundi,Mardi,Mercredi,Vendredi,jeudi,Dimanche,Samedi}",2018,Prive - individuel,POINT (0.6817796727290311 10.582655174587707)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c2f,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,KPOKOU,Douhore,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,Prive - individuel,POINT (0.7131783333333334 10.490433333333332)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c30,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,DJANKPENTING,Banle,993339213,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - individuel,POINT (0.6837633333333333 10.579071666666668)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c31,Savanes,Oti-Sud,Oti-Sud 1,Gando,Gando barrage,Ajeape,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,Prive - individuel,POINT (0.7440566666666667 10.33411)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c32,Savanes,Oti-Sud,Oti-Sud 1,Gando,NINDJONKORGOU,Djabigou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,Prive - Collectivite coutumiere,POINT (0.7705116666666666 10.319118333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c33,Savanes,Oti-Sud,Oti-Sud 1,Gando,GBINGBESINGA,Tchanate,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,autre,POINT (0.76845 10.313003333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c34,Savanes,Oti-Sud,Oti-Sud 1,Gando,NAMONI,lambima,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,Prive - Collectivite coutumiere,POINT (0.7559616666666666 10.309493333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c35,Savanes,Oti-Sud,Oti-Sud 1,Gando,ABABORI,Douti,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2013,autre,POINT (0.7486916666666666 10.316361666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c36,Savanes,Oti-Sud,Oti-Sud 1,Gando,N'GAMBI ,Ilokou,90490723,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,Prive - Collectivite coutumiere,POINT (0.84653 10.181896666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c37,Savanes,Oti-Sud,Oti-Sud 1,Gando,N'GAMBI ,Djoabi,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - Collectivite coutumiere,POINT (0.8468716666666667 10.181700000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c38,Savanes,Oti-Sud,Oti-Sud 1,Gando,N'GAMBI ,Agolo,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - Collectivite coutumiere,POINT (0.8462483333333334 10.18206)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c39,Savanes,Oti-Sud,Oti-Sud 1,Gando,N'GAMBI ,Kombate ,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,Prive - Collectivite coutumiere,POINT (0.8466583333333334 10.182448333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c3a,Savanes,Oti-Sud,Oti-Sud 1,Gando,N'GAMBI ,Zondoga,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - Collectivite coutumiere,POINT (0.846905 10.181126666666668)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c3b,Savanes,Oti-Sud,Oti-Sud 1,Gando,N'GAMBI ,Nanta,92870859,"{Mardi,Lundi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2004,Prive - Collectivite coutumiere,POINT (0.8460433333333334 10.180293333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c3c,Savanes,Oti-Sud,Oti-Sud 1,Gando,N'GAMBI ,Sambiani ,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - Collectivite coutumiere,POINT (0.8460566666666666 10.181965)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2c3d,Savanes,Oti-Sud,Oti-Sud 1,Gando,N'GAMBI ,Gountenine,Nsp ,"{Lundi,Mardi,Mercredi,Vendredi,jeudi,Samedi,Dimanche}",2012,Prive - Collectivite coutumiere,POINT (0.8435158134712678 10.179173635955681)
